reward_A,loss_A,reward_B,loss_B,reward_C,loss_C,reward_D,loss_D,reward_E,loss_E,reward_F,loss_F
,,,,,,,,5.5,1.9448965971526981,1.3333334,0.7544599671295567
,,,,,,,,5.5,2.009578725303951,1.4444444,0.7253027880289764
,,,,,,,,5.5,1.894785651536509,1.7777778,0.7087989104704174
,,,,,,,,6.0,2.006289982167128,2.1111112,0.772853864608751
,,,,,,,,3.0,2.0468487852280965,1.2222222,0.7076547494544003
,,,,,,,,2.5,1.832616087277073,1.4444444,0.7413292944169628
,,,,,,,,3.0,2.137622023974182,0.8888889,0.6885619956683516
,,,,,,,,3.5,2.181488014845062,1.6666666,0.700902535231231
,,,,,,,,5.5,2.177076467408255,1.4444444,0.6753355292570864
,,,,,,,,6.5,1.8873877096747371,1.4444444,0.7524118761247394
,,,,,,,,7.0,1.8743892413617438,1.7777778,0.7900853812524655
,,,,,,,,3.5,1.917824290336852,1.1111112,0.7817483242552935
,,,,,,,,5.0,1.667562942557406,1.7777778,0.7304556726678093
,,,,,,,,2.0,1.987280836186359,1.6666666,0.7798968817033582
,,,,,,,,2.0,1.997879336003809,1.6666666,0.7404437797914145
,,,,,,,,7.0,1.3521885090416703,1.7777778,0.8058865388465911
,,,,,,,,6.5,1.7637132617438032,1.5555556,0.636617301858819
,,,,,,,,5.5,1.9874122598534263,1.6666666,0.7591849603233566
,,,,,,,,5.0,1.605281606947031,1.4444444,0.6981683010782378
,,,,,,,,6.5,1.8543831549246903,1.4444444,0.7519011159596324
,,,,,,,,4.5,1.9837730054901148,1.2222222,0.7512167903810048
,,,,,,,,1.0,1.8648647601120534,1.4444444,0.7425395790008142
,,,,,,,,4.0,1.8728476466181143,1.7777778,0.6580589660814455
,,,,,,,,3.5,1.4838245712980551,1.1111112,0.7147181715837899
,,,,,,,,7.0,1.744705673831076,1.1111112,0.7742588929542532
,,,,,,,,5.5,1.6914359772784369,1.5555556,0.653982517262207
,,,,,,,,6.5,1.6508224064271317,1.6666666,0.7547349231774597
,,,,,,,,2.0,1.8036806995295245,1.0,0.7252659178391592
,,,,,,,,4.5,1.7270311275900654,1.0,0.7386993004090532
,,,,,,,,5.0,2.002345722390447,1.3333334,0.7455829676175356
,,,,,,,,5.0,2.0207775456801658,1.3333334,0.6584571972621079
,,,,,,,,6.0,2.030911653260284,1.7777778,0.632404140185384
,,,,,,,,6.5,2.2876854168079106,2.0,0.7575630127458961
,,,,,,,,4.0,1.9303120883640523,1.7777778,0.6336114739890177
,,,,,,,,6.5,1.7223420414051887,1.8888888,0.6736538742141125
,,,,,,,,6.0,2.2952134399598103,1.5555556,0.6266283159153906
,,,,,,,,1.0,2.0946632448746634,1.0,0.6670654293742478
,,,,,,,,3.0,2.0544868481388088,1.4444444,0.6880415269630757
,,,,,,,,6.0,1.946636093043416,1.8888888,0.75054009421944
,,,,,,,,6.5,1.8585251869306672,1.6666666,0.6133726729109801
,,,,,,,,4.5,1.978398534706664,1.4444444,0.6144806154075204
,,,,,,,,3.5,1.9610544585844363,1.3333334,0.5699758148284351
,,,,,,,,4.5,1.9035064215669018,1.2222222,0.6427404480006305
,,,,,,,,4.0,1.935550176492772,1.7777778,0.6098251183113279
,,,,,,,,4.0,1.872206730578269,1.3333334,0.6234050322435406
,,,,,,,,6.5,1.830019596614869,1.5555556,0.5761414106953376
,,,,,,,,5.0,1.8833703229633312,1.3333334,0.6261975209312103
,,,,,,,,3.0,1.9273475770657207,1.8888888,0.6642713778533929
,,,,,,,,1.0,1.7558827539039725,1.2222222,0.6127010693772311
,,,,,,,,6.0,1.5479919202047978,1.4444444,0.6647216110324828
,,,,,,,,4.5,1.7129252622452598,1.7777778,0.6199290472251431
,,,,,,,,2.0,1.6581781259598003,1.7777778,0.6748099661041882
,,,,,,,,5.0,1.7696070839463158,1.3333334,0.5423634570714482
,,,,,,,,2.0,1.8260757299583013,1.4444444,0.6659057611868315
,,,,,,,,2.5,1.6656569972239992,1.5555556,0.7047819537924644
,,,,,,,,6.5,1.743399651891406,2.2222223,0.6454391015920861
,,,,,,,,6.5,1.8140541211100831,1.4444444,0.5824454328792784
